pairID,premise,hypothesis,explanation,selected_steps,explanation_category,note,Sentence1_Highlighted,Sentence2_Highlighted,gold_label
4460943467.jpg#0r1c,3 young man in hoods standing in the middle of a quiet street facing the camera.,Three people sit by a busy street bareheaded.,One cannot be standing and sitting at the same time. There can either be a quiet street or a busy street.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"5,11,12","2,5,6",contradiction
4460943467.jpg#0r1c,3 young man in hoods standing in the middle of a quiet street facing the camera.,Three people sit by a busy street bareheaded.,People can not sit and be standing simultaneously while being in hoods means they are not bareheaded.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"3,4,5","2,7",contradiction
4460943467.jpg#0r1c,3 young man in hoods standing in the middle of a quiet street facing the camera.,Three people sit by a busy street bareheaded.,There cannot be a quiet street and busy street at the same time.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"11,12","6,5",contradiction
4460943467.jpg#0r1n,3 young man in hoods standing in the middle of a quiet street facing the camera.,Three hood wearing people pose for a picture.,People that are facing a camera are ready to pose for a picture.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"13,15","4,7",entailment
4460943467.jpg#0r1n,3 young man in hoods standing in the middle of a quiet street facing the camera.,Three hood wearing people pose for a picture.,People in hoods are hood-wearing people.,"[{'step': 'Step 2: Does the explanation involve semantic similarity or substitution of key concepts?', 'type': 'Paraphrastic Inference (Semantic)'}]",Semantic-level Inference,,{},{},entailment
4460943467.jpg#0r1n,3 young man in hoods standing in the middle of a quiet street facing the camera.,Three hood wearing people pose for a picture.,People facing the camera pose for a picture.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},{},entailment
4460943467.jpg#0r1n,3 young man in hoods standing in the middle of a quiet street facing the camera.,Three hood wearing people pose for a picture.,3 young man in hoods is a rephrasing of three hood wearing people.,"[{'step': 'Step 2: Does the explanation involve semantic similarity or substitution of key concepts?', 'type': 'Paraphrastic Inference (Semantic)'}]",Semantic-level Inference,,{},{},entailment
4460943467.jpg#0r1n,3 young man in hoods standing in the middle of a quiet street facing the camera.,Three hood wearing people pose for a picture.,"3 young man in hoods is a rephrasing of three hood wearing people, and pose for a picture implies facing the camera.","[{'step': 'Step 4: Does the explanation rely on pragmatic cues like implicature or presupposition?', 'type': 'Pragmatic-level Inference'}]",Pragmatic-level Inference,,"1,0,2,3,4,13,14,15","4,5,6,7,0,1,2,3",entailment
4460943467.jpg#0r1e,3 young man in hoods standing in the middle of a quiet street facing the camera.,Three hood wearing people stand in a street.,3 Man in hoods are hood wearing people.,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"2,0,4","1,2,3",entailment
4460943467.jpg#0r1e,3 young man in hoods standing in the middle of a quiet street facing the camera.,Three hood wearing people stand in a street.,3 young man in hoods means three hood wearing people stand in a  (middle of a quiet) street.,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"1,0,2,4,12","0,1,4,7",entailment
4460943467.jpg#0r1e,3 young man in hoods standing in the middle of a quiet street facing the camera.,Three hood wearing people stand in a street.,"If they are standing in the middle of a quiet street, that is the same as stand in a street.","[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"5,6,7,8,9,11,10,12","4,5,6,7",entailment
2096485764.jpg#0r1e,A man reads the paper in a bar with green lighting.,The man is inside.,In a bar means the man could be inside.,"[{'step': 'Step 4: Does the explanation rely on pragmatic cues like implicature or presupposition?', 'type': 'Pragmatic-level Inference'}]",Pragmatic-level Inference,,"5,6,7",3,entailment
2096485764.jpg#0r1e,A man reads the paper in a bar with green lighting.,The man is inside.,To be in a bar that is lit implies being inside.,"[{'step': 'Step 4: Does the explanation rely on pragmatic cues like implicature or presupposition?', 'type': 'Pragmatic-level Inference'}]",Pragmatic-level Inference,,"5,7,10",3,entailment
2096485764.jpg#0r1e,A man reads the paper in a bar with green lighting.,The man is inside.,A man reads the paper in a bar so he should be inside.,"[{'step': 'Step 4: Does the explanation rely on pragmatic cues like implicature or presupposition?', 'type': 'Pragmatic-level Inference'}]",Pragmatic-level Inference,,"5,6,7,0,1",3,entailment
2096485764.jpg#0r1n,A man reads the paper in a bar with green lighting.,The man is reading the sportspage.,The man could be reading something other than the sportspage.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},5,neutral
2096485764.jpg#0r1n,A man reads the paper in a bar with green lighting.,The man is reading the sportspage.,There is no evidence that the man is reading the sportspage.,"[{'step': 'Step 5: Does the explanation point out information not mentioned in the premise?', 'type': 'Absence of Mention'}]",Absence of Mention,,{},5,neutral
2096485764.jpg#0r1n,A man reads the paper in a bar with green lighting.,The man is reading the sportspage.,Just because the man is reading the paper in a bar with green lighting does not mean that he is reading the sportspage.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},5,neutral
2096485764.jpg#0r1c,A man reads the paper in a bar with green lighting.,The man is climbing a mountain.,One cannot read the paper and climb a mountain simultaneously.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"2,3,4",3,contradiction
2096485764.jpg#0r1c,A man reads the paper in a bar with green lighting.,The man is climbing a mountain.,A man cannot be climbing a mountain and reading in a bar at the same time.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"5,7","3,5",contradiction
2096485764.jpg#0r1c,A man reads the paper in a bar with green lighting.,The man is climbing a mountain.,A bar is indoors. A mountain is outdoors.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,7,5,contradiction
4679111230.jpg#2r1n,Three firefighter come out of subway station.,Three firefighters putting out a fire inside of a subway station.,Firefighters have other responsibilities besides putting out a fire.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,{},"2,5,3,4",neutral
4679111230.jpg#2r1n,Three firefighter come out of subway station.,Three firefighters putting out a fire inside of a subway station.,Just because they're coming out of a subway station doesn't mean they're putting out a fire.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"2,3,4,5",neutral
4679111230.jpg#2r1n,Three firefighter come out of subway station.,Three firefighters putting out a fire inside of a subway station.,Just because three firefighters are inside a subway station does not mean they are putting out a fire.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"5,2,3,4",neutral
4679111230.jpg#2r1e,Three firefighter come out of subway station.,Three firefighters coming up from a subway station.,"If the firefighters come out of the subway, they're coming from it.","[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"2,3","4,2",entailment
4679111230.jpg#2r1e,Three firefighter come out of subway station.,Three firefighters coming up from a subway station.,A subway station is usually below the ground; the firefighters must come up to emerge from the subway station.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"0,1,5","2,3",entailment
4679111230.jpg#2r1e,Three firefighter come out of subway station.,Three firefighters coming up from a subway station.,Three firefighters coming up from a subway station s rephrasing of three firefighter come out of subway station.,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"0,1,2,3,4,5,6","7,6,5,4,2,1,0,3",entailment
4679111230.jpg#2r1c,Three firefighter come out of subway station.,Three firefighters playing cards inside a fire station.,Coming out of station and playing cards are different things.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"2,4,3","2,3",contradiction
4679111230.jpg#2r1c,Three firefighter come out of subway station.,Three firefighters playing cards inside a fire station.,firefighters can be inside fire station if they come out of subway station,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"2,3,5,6","4,6,7",contradiction
4679111230.jpg#2r1c,Three firefighter come out of subway station.,Three firefighters playing cards inside a fire station.,People that come out of subway station are different from people inside a fire station.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"3,4,5,6","4,5,6,7",contradiction
